date,year,doy,DOR,solar rad kW-hr/m2,wind speed m/s,wind dir. Deg.,wind gust m/s,air temp ave. deg. C ,air temp max deg. C,air temp min deg. C,relative humidity ave. %,relative humidity max %,relative humidity min %,ASCE Et. Total mm,Penman Et. Total mm,Growing Degree Days 40,Growing Degree Days 50,Precip total mm
04/13/15,2015,103,103,6.888,1.93,269,7.74,13.5,24,5.7,73,97,36,4.68,5.94,477,223,0
04/14/15,2015,104,104,7.153,2.96,16,14.08,15.9,23.9,8.2,45,93,15,5.82,6.05,531,277,0
04/15/15,2015,105,105,7.231,2.42,224,11.63,16,26,5.9,29,64,13,6.09,7.22,527,273,0
04/16/15,2015,106,106,7.251,1.81,261,9.31,16.3,26.1,6.9,26,55,9,5.74,7.08,552,298,0
04/17/15,2015,107,107,7.205,2.07,286,10.94,17.2,27.6,7.6,26,47,10,6.19,7.79,600,346,0
04/18/15,2015,108,108,7.144,1.93,291,8.43,16.3,26.6,6.5,42,85,19,5.51,6.83,555,301,0
04/19/15,2015,109,109,7.144,1.65,243,8.65,14.2,26,4.1,64,91,23,5.09,6.37,486,232,0
04/20/15,2015,110,110,6.402,1.83,292,9.34,12.4,23,4.8,75,99,36,4.29,5.49,432,178,0
04/21/15,2015,111,111,1.819,1.51,258,6.73,12.8,16,10.5,76,88,60,1.7,2.03,403,149,0
04/22/15,2015,112,112,3.456,1.63,276,7.25,13.5,18.8,9.8,74,88,52,2.69,3.28,452,198,0
04/23/15,2015,113,113,4.743,2.18,286,9.24,13.2,18.6,9.4,73,88,54,3.24,4.07,438,184,0
04/24/15,2015,114,114,6.21,2.43,287,12.32,12.6,20.1,5.7,71,93,40,4.07,5.07,385,131,0
04/25/15,2015,115,115,3.289,3.09,302,11.79,11.4,15.6,7.8,82,96,66,2.24,2.8,332,78,5.33
04/26/15,2015,116,116,7.252,3.42,295,12.9,14.4,22.3,5.3,61,95,31,5.19,5.98,429,175,0
04/27/15,2015,117,117,7.389,2.13,296,9.83,18.6,28,9,46,76,19,5.99,7.48,643,389,0
04/28/15,2015,118,118,7.456,1.85,291,9.18,19.8,30.8,8.6,48,78,15,6.22,7.87,696,442,0
04/29/15,2015,119,119,6.867,1.65,273,7.68,19.3,30.6,7,53,93,21,5.58,7.14,657,403,0
04/30/15,2015,120,120,7.022,2.8,115,11.4,21.8,30.5,11.4,32,74,12,7.01,7.81,754,500,0
05/01/15,2015,121,121,7.528,2.44,173,10.88,19.2,29.9,8.5,34,74,13,6.73,8.08,674,420,0
05/02/15,2015,122,122,7.655,1.73,238,7.94,16.8,28.2,6.6,50,88,10,5.83,7.19,592,338,0
05/03/15,2015,123,123,7.178,1.7,285,8.59,13.1,23.7,4.8,70,98,35,4.57,5.94,448,194,0
05/04/15,2015,124,124,7.11,1.89,298,8.62,12,21.6,3.8,73,97,40,4.28,5.75,378,124,0
05/05/15,2015,125,125,5.822,2.02,304,8.69,12.7,19.4,7.9,71,87,47,3.71,4.85,422,168,0
05/06/15,2015,126,126,6.003,2.58,285,9.57,11.5,16.7,6.4,71,88,46,3.6,4.5,326,72,0
05/07/15,2015,127,127,4.327,2.23,261,10.58,11.2,15.1,8.6,70,95,44,2.89,3.17,340,86,4.06
05/08/15,2015,128,128,3.635,1.5,249,8.13,11.8,18.8,6.2,79,97,49,2.6,3.32,369,115,0
05/09/15,2015,129,129,6.893,2.43,286,11.6,13.6,20.6,7,73,94,50,4.11,5.43,428,174,0
05/10/15,2015,130,130,7.335,1.79,266,9.57,15.9,26.7,8.1,69,96,35,5.08,6.63,592,338,0
05/11/15,2015,131,131,6.566,2.13,286,9.96,13.2,23.4,6.2,73,99,36,4.45,5.86,472,218,0
05/12/15,2015,132,132,7.247,2.29,284,9.6,12.3,20.7,4.7,67,93,33,4.5,5.79,379,125,0
05/13/15,2015,133,133,6.327,2.04,296,13.23,11.8,19.5,4.4,64,92,26,4.1,5.18,343,89,0
05/14/15,2015,134,134,2.881,1.95,133,8.78,10.8,15.3,6.5,75,92,50,2.27,2.82,296,42,3.05
05/15/15,2015,135,135,5.86,2.71,302,12.25,12.4,18.7,6.3,74,96,46,3.65,4.64,368,114,0
05/16/15,2015,136,136,6.968,2.17,286,9.5,13.3,20.4,6.6,72,96,43,4.15,5.46,414,160,0
05/17/15,2015,137,137,4.533,1.78,280,7.94,13.3,20.1,7.8,73,92,40,3.28,4.17,435,181,0
05/18/15,2015,138,138,7.564,2.72,297,10.06,13.7,19.1,10.2,68,87,42,4.53,5.51,468,214,0
05/19/15,2015,139,139,6.595,2.48,282,10,13.8,20.5,10.2,69,86,44,4.27,5.37,500,246,0
05/20/15,2015,140,140,6.691,2.36,277,9.73,13.6,20.5,8.7,71,89,41,4.25,5.42,466,212,0
05/21/15,2015,141,141,3.624,2.3,292,9.15,13.7,18.5,10.2,67,87,43,3.02,3.59,452,198,0
05/22/15,2015,142,142,6.802,2.85,300,10.85,14,21.2,6,70,93,42,4.33,5.65,419,165,0
05/23/15,2015,143,143,7.07,3.26,288,12.15,13.9,20.6,10.2,72,86,48,4.48,5.61,502,248,0
05/24/15,2015,144,144,6.949,2.42,270,10.22,14.6,21.9,8.5,70,91,46,4.36,5.79,493,239,0
05/25/15,2015,145,145,7.206,2,294,8.46,15.1,23.5,9.4,72,91,42,4.58,6.17,549,295,0
05/26/15,2015,146,146,6.816,2.1,301,9.37,14.3,22.7,8.5,73,89,44,4.34,5.94,510,256,0
05/27/15,2015,147,147,7.32,2.12,297,8.69,14.4,22.4,8.1,73,92,46,4.4,6.06,494,240,0
05/28/15,2015,148,148,7.645,2.01,274,9.54,15.5,26.4,6.1,70,98,33,5.11,7.11,540,286,0
05/29/15,2015,149,149,7.68,1.95,270,7.94,16.9,28.3,7.4,67,99,34,5.33,7.42,613,359,0
05/30/15,2015,150,150,7.982,1.78,189,8.1,18.6,30.7,7.9,62,91,28,5.82,8,680,426,0
05/31/15,2015,151,151,7.908,2.01,256,9.12,15.6,27.2,6.8,68,96,34,5.29,7.41,575,321,0
06/01/15,2015,152,152,7.733,2.72,298,12.22,15.6,24.9,7,71,98,32,5.25,6.77,526,272,0
06/02/15,2015,153,153,7.871,2.57,256,10.78,17.4,25,11.7,69,92,44,5.16,6.71,636,382,0
06/03/15,2015,154,154,7.361,2.7,265,11.2,15.3,23.1,11.6,74,93,43,4.74,6.02,590,336,0
06/04/15,2015,155,155,6.619,2.31,284,8.39,13.5,19.4,7.6,73,89,50,3.78,5.24,414,160,0
06/05/15,2015,156,156,7.807,2.15,284,10.48,15.4,23.3,6.7,67,93,42,4.67,6.55,482,228,0
06/06/15,2015,157,157,1.465,0.81,302,3.98,10.7,19.1,7.2,89,98,59,1.32,1.94,400,146,0
06/07/15,2015,158,158,6.967,2.2,217,8.23,24.2,32.3,9.1,50,97,26,5.9,8.08,742,488,0
06/08/15,2015,159,159,7.826,2.47,247,10.39,28.2,36.4,17.1,36,62,16,7.68,9.71,1019,765,0
06/09/15,2015,160,160,1,1.14,312,5.78,17.9,21.2,14.2,79,95,59,1.23,1.68,606,352,6.35
06/10/15,2015,161,161,7.46,2.37,278,10.26,21.4,28.3,13.7,72,96,47,5.18,7.02,756,502,0
06/11/15,2015,162,162,7.115,2.14,229,9.77,18.6,27.2,12.4,75,97,46,4.82,6.65,704,450,0
06/12/15,2015,163,163,7.603,1.97,248,8.85,20,30.8,11.3,68,97,37,5.55,7.77,759,505,0
06/13/15,2015,164,164,7.725,2.19,256,9.73,19.6,28.8,11.7,67,91,40,5.5,7.54,722,468,0
06/14/15,2015,165,165,7.996,2.11,258,8.92,18.5,29.2,10.1,69,97,34,5.72,7.74,694,440,0
06/15/15,2015,166,166,8.14,2.17,268,9.5,17.6,29.8,8.6,67,99,21,6.18,8.02,674,420,0
06/16/15,2015,167,167,8.035,1.97,270,9.63,18.9,31.8,6.6,60,98,18,6.32,8.57,673,419,0
06/17/15,2015,168,168,8.193,1.95,251,8.1,20.9,33.4,8.9,54,90,21,6.62,9,763,509,0
06/18/15,2015,169,169,8.351,2.34,274,12.61,21.5,33.6,9.9,47,85,12,7.37,9.27,790,536,0
06/19/15,2015,170,170,8.257,2.45,290,12.54,20.1,30.1,9.5,49,79,18,6.72,8.5,703,449,0
06/20/15,2015,171,171,8.312,2.3,290,12.38,22,35.4,11.3,45,74,14,7.62,9.82,865,611,0
06/21/15,2015,172,172,7.964,2.44,283,11.92,19.6,30.8,8.9,50,85,14,6.68,8.43,705,451,0
06/22/15,2015,173,173,8.185,2.27,272,11.3,17.3,28.5,5.9,60,94,24,6.03,8.01,584,330,0
06/23/15,2015,174,174,8.005,2.35,268,11.14,17.6,29.9,5.9,61,97,20,6.29,8.24,617,363,0
06/24/15,2015,175,175,7.887,1.99,252,7.71,17.9,29.2,7.7,64,94,32,5.6,7.88,641,387,0
06/25/15,2015,176,176,8.074,1.85,264,8.82,21.3,33,8.5,53,91,17,6.47,8.7,746,492,0
06/26/15,2015,177,177,7.943,1.89,239,8.62,21.3,33.5,11.3,55,86,21,6.44,8.71,822,568,0
06/27/15,2015,178,178,5.64,1.64,242,8.78,19.8,31.8,10.5,62,88,26,4.68,6.79,764,510,0
06/28/15,2015,179,179,7.449,2.11,264,8.75,20.5,29.1,11.4,63,91,35,5.41,7.48,724,470,0
06/29/15,2015,180,180,7.536,1.73,258,6.96,22.6,34.1,10.8,57,91,26,5.98,8.33,824,570,0
06/30/15,2015,181,181,7.529,2.08,203,9.21,26.2,37.2,14.3,43,82,14,7.05,9.49,976,722,0
07/01/15,2015,182,182,3.65,1.57,255,8.07,25.4,33.8,17.6,41,60,17,4.4,6.2,972,718,0
07/02/15,2015,183,183,6.199,2,230,8.65,23.9,32.2,16.3,52,76,26,5.25,7.54,907,653,0
07/03/15,2015,184,184,7.805,1.97,245,9.05,22.1,31.7,13.4,57,89,23,6.16,8.15,829,575,0
07/04/15,2015,185,185,7.831,2.06,272,9.08,19.3,29.5,11.3,69,94,39,5.57,7.69,729,475,0
07/05/15,2015,186,186,7.398,1.98,292,8.39,18.8,28.1,12,72,96,41,5.04,7.01,714,460,0
07/06/15,2015,187,187,7.306,2.09,287,9.44,18.2,26.6,11.8,73,95,46,4.77,6.7,676,422,0
07/07/15,2015,188,188,7.368,2.67,294,10.97,18.6,26.3,12.3,72,91,45,5.03,6.73,678,424,0
07/08/15,2015,189,189,7.224,2.34,282,9.37,17.9,25.1,10.9,70,91,39,4.79,6.5,620,366,0
07/09/15,2015,190,190,5.53,2.1,276,9.41,17.6,23.8,11.2,67,90,45,3.59,5.38,597,343,0
07/10/15,2015,191,191,7.646,2.16,284,9.83,17.5,25.6,9.2,69,93,44,4.88,6.84,593,339,0
07/11/15,2015,192,192,7.679,2.34,293,9.5,19.2,26.6,13.6,66,88,43,5.26,6.96,716,462,0
07/12/15,2015,193,193,7.748,2.26,288,9.24,19.6,28.7,11.2,63,91,38,5.55,7.53,709,455,0
07/13/15,2015,194,194,7.669,2.11,279,8.78,19.1,28.7,10.5,68,93,39,5.37,7.49,692,438,0
07/14/15,2015,195,195,7.284,2.28,287,9.21,18.9,26.9,12.9,73,96,44,4.92,6.64,708,454,0
07/15/15,2015,196,196,7.644,2.08,246,8.1,18.7,27.3,11.6,70,91,41,5.18,7.12,685,431,0
07/16/15,2015,197,197,7.773,1.74,262,8.65,19.1,29.1,9.8,68,95,38,5.3,7.28,685,431,0
07/17/15,2015,198,198,7.889,1.65,265,8.17,19.2,30.9,9.1,65,97,26,5.69,7.63,711,457,0
07/18/15,2015,199,199,4.522,2.05,155,11.33,20.9,29,8.7,56,94,18,4.21,6.1,659,405,0
07/19/15,2015,200,200,4.962,1.79,221,8.49,24.4,31.2,18.9,62,87,42,3.98,5.82,942,688,1.27
07/20/15,2015,201,201,2.966,1.67,266,8.95,23.8,29.6,18,68,90,48,2.9,4.19,886,632,0
07/21/15,2015,202,202,5.618,2.06,266,9.02,22.7,28.9,16.5,73,94,53,3.88,5.91,833,579,0
07/22/15,2015,203,203,5.816,1.9,259,8.13,20.1,26.8,13.5,73,91,54,3.69,5.82,718,464,0
07/23/15,2015,204,204,7.42,2.01,289,9.24,19.5,29.5,11.9,68,94,34,5.38,7.38,743,489,0
07/24/15,2015,205,205,7.615,2.05,298,10.75,21.5,32.3,11.3,56,91,30,6,8.28,793,539,0
07/25/15,2015,206,206,7.765,2.41,299,11.56,21.6,32.4,11.8,54,89,21,6.61,8.39,806,552,0
07/26/15,2015,207,207,7.439,2.31,295,9.77,18.2,27.1,11.8,72,98,41,5.07,6.74,684,430,0
07/27/15,2015,208,208,7.657,2.42,288,10.45,19.3,29.2,10.9,68,99,34,5.66,7.4,714,460,0
07/28/15,2015,209,209,7.563,2.01,275,9.8,21.3,31.8,10.4,60,93,32,5.79,8.11,761,507,0
07/29/15,2015,210,210,7.499,1.84,258,8.69,22,32.6,10.1,60,93,30,5.77,8.07,772,518,0
07/30/15,2015,211,211,5.773,1.81,250,7.18,23.6,33.9,14.9,57,81,32,4.76,7.32,914,660,0
07/31/15,2015,212,212,6.806,1.86,270,9.21,23.1,31.8,15.6,61,91,38,5.17,7.19,881,627,0
08/01/15,2015,213,213,7.534,2.03,279,8.78,20.3,29.9,11.7,67,91,40,5.43,7.6,749,495,0
08/02/15,2015,214,214,6.441,1.99,286,9.44,19.2,29.9,12.1,71,95,39,4.67,6.86,758,504,0
08/03/15,2015,215,215,6.974,2.37,282,10.13,19.3,29,12.4,69,92,38,5.16,7.02,743,489,0
08/04/15,2015,216,216,6.98,2.33,288,10.45,19.1,27.8,11.5,65,92,32,5.12,6.82,695,441,0
08/05/15,2015,217,217,6.095,2.03,276,9.34,19.3,30.8,11,67,92,34,4.68,7.08,751,497,0
08/06/15,2015,218,218,4.478,1.85,264,7.58,20.1,28.6,13.7,69,91,38,3.31,5.35,765,511,0
08/07/15,2015,219,219,6.901,2.08,299,8.62,18.5,27.8,11.8,73,97,38,4.77,6.6,701,447,0
08/08/15,2015,220,220,7.244,1.96,284,9.67,18.3,27.6,10,71,95,41,4.84,6.82,657,403,0
08/09/15,2015,221,221,7.195,1.97,262,8.59,19.2,28.1,10.6,70,98,43,4.83,6.82,682,428,0
08/10/15,2015,222,222,5.81,1.75,288,8.36,17.8,26.9,11.4,76,96,46,3.69,5.63,672,418,0
08/11/15,2015,223,223,6.949,2.07,298,8.72,18.7,27.9,11.9,73,96,43,4.73,6.64,708,454,0
08/12/15,2015,224,224,7.477,1.82,288,9.44,19.4,31.2,9.8,66,96,27,5.6,7.56,733,479,0
08/13/15,2015,225,225,7.203,2,286,8.88,20,32.3,9.9,65,98,25,5.73,7.91,762,508,0
08/14/15,2015,226,226,7.255,1.76,295,8.33,21.8,34.1,11.1,59,92,24,5.85,8.01,829,575,0
08/15/15,2015,227,227,0,0.51,314,2.38,14.9,15.6,14.3,79,82,76,0.2,0.71,482,228,0
08/16/15,2015,228,228,0,0.55,344,1.76,20.1,23.8,18.2,62,67,53,0.48,1.5,756,502,0
08/17/15,2015,229,229,7.096,1.88,262,8.65,25.1,34.9,15.3,51,86,26,5.99,8.11,945,691,0
08/18/15,2015,230,230,7.071,2.02,260,8.49,21.5,32.2,11.8,66,95,34,5.48,7.7,802,548,0
08/19/15,2015,231,231,6.751,2.39,294,10.42,19.5,30.8,12.7,70,99,25,5.52,7.03,790,536,0
08/20/15,2015,232,232,6.216,2.27,285,9.57,18.5,28.3,12.1,74,95,40,4.46,6.33,721,467,0
08/21/15,2015,233,233,6.527,2.17,300,10,18.9,28.3,12.3,72,91,41,4.63,6.54,724,470,0
08/22/15,2015,234,234,6.575,2.29,308,9.34,19.2,29.6,12.8,72,98,35,4.95,6.64,766,512,0
08/23/15,2015,235,235,6.809,1.8,290,8.46,19.9,31.5,10.4,66,97,32,5.08,7.12,754,500,0
08/24/15,2015,236,236,6.826,1.94,265,8.2,21.3,32.1,11.3,63,93,35,5.24,7.46,788,534,0
08/25/15,2015,237,237,6.08,1.7,252,7.9,22.4,33.4,11.8,60,91,30,4.79,7.04,831,577,0
08/26/15,2015,238,238,6.651,2.08,277,9.12,25.4,35.9,15.6,47,78,23,6.08,8.39,974,720,0
08/27/15,2015,239,239,6.644,2.03,295,10.91,27.2,38.9,17,36,58,16,6.61,9.39,1074,820,0
08/28/15,2015,240,240,6.747,2.13,288,8.98,26.9,38.1,17.2,36,60,15,6.72,9.2,1062,808,0
08/29/15,2015,241,241,6.601,2.6,302,10.81,22.8,33.1,14.9,58,91,26,5.97,7.44,893,639,0
08/30/15,2015,242,242,6.163,2.18,260,11.04,20,29.4,12.9,69,92,37,4.61,6.47,763,509,0
08/31/15,2015,243,243,6.522,1.85,264,8.39,18.8,28.9,10.4,69,94,38,4.54,6.47,695,441,0
09/01/15,2015,244,244,5.831,1.87,293,8.1,18.1,27.4,11.4,75,98,46,3.8,5.69,684,430,0
09/02/15,2015,245,245,6.313,1.81,278,8.59,17.9,27.3,10.8,72,94,42,4.14,5.93,669,415,0
09/03/15,2015,246,246,5.623,2.17,292,9.83,17.6,25.9,9.6,70,98,44,3.64,5.53,608,354,0
09/04/15,2015,247,247,6.134,1.91,297,9.05,16.2,25.3,9.1,72,93,42,3.85,5.65,583,329,0
09/05/15,2015,248,248,6.491,1.77,290,9.96,17.1,27.2,8.3,64,95,35,4.29,6.07,610,356,0
09/06/15,2015,249,249,6.571,1.47,282,8.78,21.2,33.5,11,40,78,16,5.11,7.06,814,560,0
09/07/15,2015,250,250,6.572,1.72,284,9.44,23.7,33.9,12.9,34,57,14,5.54,7.77,866,612,0
09/08/15,2015,251,251,6.251,1.64,296,9.18,26.3,36.6,16.9,33,48,20,5.49,7.99,1019,765,0
09/09/15,2015,252,252,6.024,1.7,288,8.98,28.2,38.1,19.2,34,48,19,5.59,8.22,1109,854,0
09/10/15,2015,253,253,5.393,1.72,286,8.49,28.7,36.3,21.4,41,59,27,4.86,7.29,1115,861,0
09/11/15,2015,254,254,5.179,1.63,287,8.56,28.1,37.2,21,43,63,21,4.7,7.12,1127,874,0
09/12/15,2015,255,255,4.146,2,286,8.59,26.1,33.4,19.4,49,63,34,3.81,6.54,1002,748,0
09/13/15,2015,256,256,6.015,1.73,278,10.29,24.7,33.4,17.1,52,77,22,4.99,6.83,953,699,0
09/14/15,2015,257,257,3.359,1.58,234,7.25,21.6,28.2,17.9,67,91,45,2.28,3.9,849,595,0
09/15/15,2015,258,258,1.195,1.65,282,6.47,17.7,20.3,14.9,90,97,75,1.07,1.67,601,347,5.08
09/16/15,2015,259,259,5.467,1.98,282,10.06,16.6,24.7,9.7,73,96,33,3.55,5.08,582,328,0.25
09/17/15,2015,260,260,6.158,2.33,305,11.99,16.6,27.6,8.4,68,96,29,4.58,6.11,620,366,0
09/18/15,2015,261,261,6.184,1.64,298,7.61,21.2,33.4,10.7,48,83,18,4.99,6.93,805,551,0
09/19/15,2015,262,262,6.049,1.62,289,9.77,25.4,36.3,15.2,35,61,16,5.27,7.5,976,722,0
09/20/15,2015,263,263,5.821,1.66,279,9.5,27.3,37,19.4,36,52,23,5.23,7.6,1087,834,0
09/21/15,2015,264,264,5.701,1.99,269,10.35,25.4,38,16.1,48,85,18,5.6,7.85,1033,779,0
09/22/15,2015,265,265,5.691,1.98,284,9.12,21.1,31,12.5,69,93,27,4.52,6.31,792,538,0
09/23/15,2015,266,266,5.837,1.69,307,8.62,20.5,32.5,11.4,61,99,24,4.57,6.29,800,546,0
09/24/15,2015,267,267,5.823,1.49,294,8.95,25.5,37.4,15.1,38,66,13,5.05,7.24,997,743,0
09/25/15,2015,268,268,5.67,1.61,287,8.13,24.4,35.3,15.7,49,80,21,4.78,6.69,963,709,0
09/26/15,2015,269,269,5.645,1.56,286,8.13,23.5,35.5,14,54,83,22,4.7,6.68,927,673,0
09/27/15,2015,270,270,4.93,1.47,283,8.1,22.1,32.5,13.3,56,83,27,3.72,5.68,844,590,0
09/28/15,2015,271,271,5.303,1.55,279,8.17,20.3,30.9,11.8,57,85,21,3.97,5.69,773,519,0
09/29/15,2015,272,272,5.576,2.4,291,13,18.1,29.6,8.7,64,93,22,4.73,6.21,672,418,0
09/30/15,2015,273,273,5.468,2.4,295,12.48,19.8,32.5,10.7,56,91,21,5.09,6.68,783,529,0
10/01/15,2015,274,274,5.162,2.77,305,13.62,18.5,28.5,11.4,66,95,27,4.42,5.5,710,456,0
10/02/15,2015,275,275,5.371,2,315,10.68,19.6,29.8,12.7,66,97,23,4.24,5.69,768,514,0
10/03/15,2015,276,276,5.386,2.03,280,8.46,17.6,27.8,10.1,71,94,36,3.83,5.54,663,409,0
10/04/15,2015,277,277,3.156,2.06,111,9.41,14.7,19.6,9.9,75,92,50,1.76,3.13,470,216,0
10/05/15,2015,278,278,4.869,1.81,295,10.22,15.9,24.6,8.4,70,94,38,3.01,4.57,551,297,0
10/06/15,2015,279,279,5.154,2.04,296,10.29,17.4,25.8,10.7,68,92,36,3.5,5,632,378,0
10/07/15,2015,280,280,5.171,1.93,298,11.4,18.9,31.8,10.3,66,96,24,4.26,6.12,761,507,0
10/08/15,2015,281,281,4.52,1.69,300,9.02,23,36,13.9,50,80,15,4.16,6.38,938,684,0
10/09/15,2015,282,282,5.136,1.92,286,8.62,26.4,37.8,15.6,42,75,14,5.16,7.38,1019,765,0
10/10/15,2015,283,283,5.003,1.9,270,8.69,26.6,35.4,16.8,36,74,19,4.67,6.69,989,735,0
10/11/15,2015,284,284,4.991,1.67,287,9.18,25.2,35.9,17.7,41,66,18,4.47,6.49,1022,768,0
10/12/15,2015,285,285,4.832,1.43,270,7.51,25.8,35,16.4,38,62,21,3.93,5.96,971,717,0
10/13/15,2015,286,286,4.363,2.05,245,8.82,25.6,32,19.1,53,90,32,3.7,5.2,965,711,0
10/14/15,2015,287,287,3.747,1.46,294,8.1,22.8,31.1,17.8,76,94,45,2.55,4.18,916,662,0
10/15/15,2015,288,288,4.296,1.69,240,9.47,20.6,26.9,14.9,84,99,52,2.59,3.94,752,498,0.51
10/16/15,2015,289,289,0,1.17,358,2.84,16.2,16.6,15.3,95,97,92,0.12,0.45,528,274,0
10/17/15,2015,290,290,3.308,1.73,296,6.73,18,22.7,15.6,85,96,64,1.73,2.83,672,418,0
10/18/15,2015,291,291,2.379,2,283,10.26,16.7,22.9,12.7,83,94,52,1.9,3,610,356,0
10/19/15,2015,292,292,4.321,2.62,293,12.12,15.4,22.7,9.8,77,96,48,2.67,3.86,541,287,0
10/20/15,2015,293,293,4.656,2.35,230,11.04,17.3,27.6,11,70,95,27,3.72,4.86,681,427,0
10/21/15,2015,294,294,4.678,1.52,301,9.24,18,29.5,9.2,60,91,18,3.4,4.86,683,429,0
10/22/15,2015,295,295,4.519,1.63,288,7.32,16.5,26.6,8.9,71,95,35,2.9,4.36,609,355,0
10/23/15,2015,296,296,4.517,1.43,293,8.36,17.4,28.9,7.9,65,98,26,3.03,4.51,638,384,0
10/24/15,2015,297,297,4.064,1.56,292,9.02,20.2,31.5,11.4,45,84,16,3.22,4.98,776,522,0
10/25/15,2015,298,298,2.89,1.21,306,8.3,19.3,30.1,13.3,47,67,19,2.5,4.07,789,535,0
10/26/15,2015,299,299,4.588,1.5,288,9.96,19.5,32.3,11.1,44,70,12,3.66,5.38,789,535,0
10/27/15,2015,300,300,3.367,1.41,298,7.45,19.2,28.3,10.6,42,73,15,2.69,4.24,685,431,0
10/28/15,2015,301,301,3.73,3.56,283,11.89,20.1,27.1,15.5,61,91,26,3.99,4.02,770,516,0
10/29/15,2015,302,302,4.349,3.62,319,13.68,20.5,25.4,15.3,38,79,24,4.32,4.28,727,473,0
10/30/15,2015,303,303,4.394,2.33,324,11.82,20,30.3,9.1,30,66,8,4.49,5.92,696,442,0
10/31/15,2015,304,304,4.313,1.7,305,8.53,20.2,32.9,11.6,34,70,14,3.77,5.62,813,559,0
11/01/15,2015,305,305,4.29,1.95,311,9.93,18,30.3,9.3,55,98,13,3.71,5.13,701,447,0
11/02/15,2015,306,306,1.067,2.19,325,12.15,11.2,15.4,8.1,93,100,78,0.93,1.54,335,81,5.84
11/03/15,2015,307,307,4.184,2.96,310,11.5,11.7,17.4,5.6,73,93,47,2.28,3.06,323,69,1.27
11/04/15,2015,308,308,4.205,2.35,318,13.62,10.2,18.2,4.4,61,92,29,2.51,3.29,312,58,0
11/05/15,2015,309,309,4.101,2.13,299,8.36,11.6,19.8,3,50,83,23,2.66,3.8,318,64,0
11/06/15,2015,310,310,4.178,1.55,303,8.17,12.8,22.8,4.1,48,79,15,2.63,3.82,410,156,0
11/07/15,2015,311,311,4.174,1.58,303,9.34,14.2,24.7,7.2,34,59,14,2.9,4.28,526,272,0
11/08/15,2015,312,312,4.045,1.34,309,7.22,12.9,23.2,4.9,52,94,18,2.42,3.36,440,186,0
11/09/15,2015,313,313,3.354,1.85,313,8.56,11.4,17.1,7.7,80,99,41,1.91,2.35,364,110,0
11/10/15,2015,314,314,3.934,3.11,316,12.28,11.1,16.5,3.6,57,90,35,2.56,2.97,256,2,0
11/11/15,2015,315,315,4.081,1.79,311,9.67,10.2,21.5,1.6,52,79,15,2.82,3.91,324,70,0
11/12/15,2015,316,316,4.032,1.16,290,6.4,11.8,24.1,1.2,38,73,7,2.53,3.59,375,121,0
11/13/15,2015,317,317,3.987,1.31,284,8.62,15.2,26.4,7.3,24,42,7,2.92,4.2,568,314,0
11/14/15,2015,318,318,3.92,1.23,261,7.22,14.7,25.3,6.4,34,72,11,2.67,3.6,521,267,0
11/15/15,2015,319,319,2.077,2.62,314,12.48,9.2,13.8,3.3,72,94,43,1.83,2.08,187,0,0
11/16/15,2015,320,320,3.799,4.33,324,15.81,10,13.9,5.4,44,71,27,3.17,2.8,237,0,6.6
11/17/15,2015,321,321,3.742,2.52,5,10.39,14.5,23.8,7,32,61,20,3.71,4.46,500,246,0
11/18/15,2015,322,322,3.71,2.13,15,12.8,14.5,27.9,4.2,46,73,16,3.92,5.2,530,276,0
11/19/15,2015,323,323,3.752,1.46,296,7.71,15.3,27.5,6.6,47,66,20,3.11,4.21,576,322,0
11/20/15,2015,324,324,3.652,1.1,301,5.36,17.3,29.1,7.9,42,59,22,2.81,3.87,644,390,0
11/21/15,2015,325,325,3.618,1.22,287,7.15,18.6,29.5,11.6,33,49,14,3.1,4.09,737,483,0
11/22/15,2015,326,326,3.551,1.22,283,6.76,17.9,28.5,11.4,32,47,14,3.05,3.97,708,454,0
11/23/15,2015,327,327,3.594,1.49,289,6.96,15.5,25,7.3,49,99,13,2.93,3.26,536,282,0
11/24/15,2015,328,328,3.157,2.21,308,9.6,10.7,17.4,6.9,81,100,45,2.12,2.33,353,99,0.51
11/25/15,2015,329,329,3.204,3.36,305,10.65,8.7,12.9,2.1,66,88,46,2.16,2.28,139,0,0.51
11/26/15,2015,330,330,3.536,1.31,293,6.92,6,14.3,-0.4,70,94,35,1.82,2.1,114,0,0
11/27/15,2015,331,331,3.402,1.61,308,8.46,7.1,15,0.9,65,88,32,2.06,2.39,162,0,0
11/28/15,2015,332,332,3.102,1.3,290,7.28,7.9,15.3,1.2,54,84,27,1.97,2.2,173,0,0
11/29/15,2015,333,333,3.471,1.42,299,7.25,8.5,17.5,1.2,46,65,21,2.4,2.85,223,0,0
11/30/15,2015,334,334,3.285,1.59,296,7.55,8.4,18.1,1,45,65,19,2.59,3.09,233,0,0
12/01/15,2015,335,335,3.383,1.22,304,5.98,10.5,21.4,1.6,40,59,15,2.6,3.11,322,68,0
12/02/15,2015,336,336,3.134,1.06,284,5.65,13.6,23.4,6.1,36,51,15,2.6,3.08,472,218,0
12/03/15,2015,337,337,2.909,1.63,287,9.57,13.8,22.1,8.1,46,93,15,2.82,2.77,488,234,0
12/04/15,2015,338,338,3.147,2.14,347,13.68,11.4,18.4,4,63,96,29,2.6,2.76,310,56,0
